	Subphylum	Relative_Abundance	Sample	Total_Reads	Reads_Subphylum
3120	Pezizomycotina	0.0	3120		
3121	Pezizomycotina	0.0	3121		
3122	Pezizomycotina	0.0	3122		
3123	Pezizomycotina	0.0027429198381677296	3123		
3124	Pezizomycotina	0.0014805925487231836	3124		
3125	Pezizomycotina	0.007084754657570191	3125		
3126	Pezizomycotina	0.0016688186480471009	3126		
3127	Pezizomycotina	0.0029096435146332205	3127		
3128	Pezizomycotina	0.006413757034509726	3128		
3129	Pezizomycotina	0.0	3129		
3130	Pezizomycotina	0.0	3130		
3131	Pezizomycotina	0.0	3131		
3132	Pezizomycotina	0.0	3132		
3133	Pezizomycotina	0.0	3133		
3134	Pezizomycotina	0.003620093588038521	3134		
3135	Pezizomycotina	0.0	3135		
3136	Pezizomycotina	0.011962518038629112	3136		
3137	Pezizomycotina	0.002945150172511592	3137		
3138	Pezizomycotina	0.0038776629475380056	3138		
3139	Pezizomycotina	0.014245051308203069	3139		
3140	Pezizomycotina	0.0	3140		
3141	Pezizomycotina	0.0	3141		
3142	Pezizomycotina	0.0	3142		
3143	Pezizomycotina	0.0	3143		
3144	Pezizomycotina	0.0	3144		
3145	Pezizomycotina	0.0	3145		
3146	Pezizomycotina	0.0	3146		
3147	Pezizomycotina	0.0	3147		
3148	Pezizomycotina	0.0032847397604300406	3148		
3149	Pezizomycotina	0.0	3149		
3150	Pezizomycotina	0.0010653920229533275	3150		
3151	Pezizomycotina	0.0017083900254428084	3151		
3152	Pezizomycotina	0.00785789363895409	3152		
3153	Pezizomycotina	0.0	3153		
3154	Pezizomycotina	0.0017056123301006463	3154		
3155	Pezizomycotina	0.0	3155		
3156	Pezizomycotina	0.0	3156		
3157	Pezizomycotina	0.0	3157		
3158	Pezizomycotina	0.007539817263796055	3158		
3159	Pezizomycotina	0.004055373814729044	3159		
3160	Pezizomycotina	0.0018607623867109204	3160		
3161	Pezizomycotina	0.007365471992305615	3161		
3162	Pezizomycotina	0.0	3162		
3163	Pezizomycotina	0.0010607197665507325	3163		
3164	Pezizomycotina	0.0	3164		
3165	Pezizomycotina	0.0	3165		
3166	Pezizomycotina	0.0	3166		
3167	Pezizomycotina	0.0	3167		
3168	Pezizomycotina	0.0	3168		
3169	Pezizomycotina	0.0	3169		
3170	Pezizomycotina	0.0	3170		
3171	Pezizomycotina	0.0	3171		
3172	Pezizomycotina	0.0	3172		
3173	Pezizomycotina	0.0	3173		
3174	Pezizomycotina	0.0	3174		
3175	Pezizomycotina	0.0	3175		
3176	Pezizomycotina	0.0	3176		
3177	Pezizomycotina	0.0	3177		
3178	Pezizomycotina	0.0	3178		
3179	Pezizomycotina	0.0	3179		
3180	Pezizomycotina	0.0	3180		
3181	Pezizomycotina	0.0	3181		
3182	Pezizomycotina	0.0	3182		
3183	Pezizomycotina	0.0	3183		
3184	Pezizomycotina	0.0	3184		
3185	Pezizomycotina	0.0	3185		
3186	Pezizomycotina	0.0	3186		
3187	Pezizomycotina	0.0	3187		
3188	Pezizomycotina	0.0	3188		
3189	Pezizomycotina	0.0	3189		
3190	Pezizomycotina	0.0	3190		
3191	Pezizomycotina	0.0	3191		
3192	Pezizomycotina	0.0	3192		
3193	Pezizomycotina	0.0	3193		
3194	Pezizomycotina	0.0	3194		
3195	Pezizomycotina	0.0	3195		
3196	Pezizomycotina	0.0	3196		
3197	Pezizomycotina	0.00011602895368659686	3197		
3198	Pezizomycotina	0.0	3198		
3199	Pezizomycotina	0.0	3199		
3200	Pezizomycotina	0.0	3200		
3201	Pezizomycotina	0.0	3201		
3202	Pezizomycotina	0.0	3202		
3203	Pezizomycotina	0.0	3203		
3204	Pezizomycotina	0.0	3204		
3205	Pezizomycotina	0.0	3205		
3206	Pezizomycotina	0.0	3206		
3207	Pezizomycotina	0.0	3207		
3208	Pezizomycotina	0.0	3208		
3209	Pezizomycotina	0.0	3209		
3210	Pezizomycotina	0.0	3210		
3211	Pezizomycotina	0.0	3211		
3212	Pezizomycotina	0.0	3212		
3213	Pezizomycotina	0.0	3213		
3214	Pezizomycotina	0.0	3214		
3215	Pezizomycotina	0.0001723151752573926	3215		
3216	Pezizomycotina	0.0	3216		
3217	Pezizomycotina	0.0	3217		
3218	Pezizomycotina	0.0	3218		
3219	Pezizomycotina	0.0	3219		
3220	Pezizomycotina	0.0	3220		
3221	Pezizomycotina	0.0	3221		
3222	Pezizomycotina	0.0	3222		
3223	Pezizomycotina	0.0	3223		
3224	Pezizomycotina	0.0	3224		
3225	Pezizomycotina	0.0	3225		
3226	Pezizomycotina	0.0	3226		
3227	Pezizomycotina	0.0	3227		
3228	Pezizomycotina	0.0	3228		
3229	Pezizomycotina	0.001399767045827879	3229		
3230	Pezizomycotina	0.0	3230		
3231	Pezizomycotina	0.0	3231		
3232	Pezizomycotina	0.0	3232		
3233	Pezizomycotina	0.0	3233		
3234	Pezizomycotina	0.0	3234		
3235	Pezizomycotina	0.0	3235		
3236	Pezizomycotina	0.0	3236		
3237	Pezizomycotina	0.0	3237		
3238	Pezizomycotina	0.0	3238		
3239	Pezizomycotina	0.0	3239		
3240	Pezizomycotina	0.0	3240		
3241	Pezizomycotina	0.0	3241		
3242	Pezizomycotina	0.0	3242		
3243	Pezizomycotina	0.0	3243		
3244	Pezizomycotina	0.0	3244		
3245	Pezizomycotina	0.00047921465810327825	3245		
3246	Pezizomycotina	0.0	3246		
3247	Pezizomycotina	0.0	3247		
3248	Pezizomycotina	0.0	3248		
3249	Pezizomycotina	0.0	3249		
3250	Pezizomycotina	0.0	3250		
3251	Pezizomycotina	0.0	3251		
3252	Pezizomycotina	0.0	3252		
3253	Pezizomycotina	0.018225438453801496	3253		
3254	Pezizomycotina	0.0	3254		
3255	Pezizomycotina	0.0	3255		
3256	Pezizomycotina	0.0	3256		
3257	Pezizomycotina	0.0	3257		
3258	Pezizomycotina	0.0	3258		
3259	Pezizomycotina	0.0	3259		
3260	Pezizomycotina	0.0	3260		
3261	Pezizomycotina	0.0	3261		
3262	Pezizomycotina	0.0	3262		
3263	Pezizomycotina	0.0	3263		
3264	Pezizomycotina	0.0	3264		
3265	Pezizomycotina	0.0	3265		
3266	Pezizomycotina	0.0	3266		
3267	Pezizomycotina	0.0	3267		
3268	Pezizomycotina	0.0	3268		
3269	Pezizomycotina	0.0	3269		
3270	Pezizomycotina	0.0	3270		
3271	Pezizomycotina	0.0	3271		
3272	Pezizomycotina	0.0	3272		
3273	Pezizomycotina	0.0	3273		
3274	Pezizomycotina	0.0	3274		
3275	Pezizomycotina	0.0	3275		
3276	Pezizomycotina	0.0	3276		
3277	Pezizomycotina	0.0	3277		
3278	Pezizomycotina	0.0	3278		
3279	Pezizomycotina	0.0	3279		
3280	Pezizomycotina	0.0	3280		
3281	Pezizomycotina	0.0	3281		
3282	Pezizomycotina	0.0	3282		
3283	Pezizomycotina	0.0	3283		
3284	Pezizomycotina	0.0	3284		
3285	Pezizomycotina	0.0	3285		
3286	Pezizomycotina	0.0	3286		
3287	Pezizomycotina	0.0	3287		
3288	Pezizomycotina	0.0	3288		
3289	Pezizomycotina	0.0	3289		
3290	Pezizomycotina	0.0	3290		
3291	Pezizomycotina	0.0	3291		
3292	Pezizomycotina	0.0	3292		
3293	Pezizomycotina	0.001205450108672223	3293		
3294	Pezizomycotina	0.0	3294		
3295	Pezizomycotina	0.0	3295		
3296	Pezizomycotina	0.0	3296		
3297	Pezizomycotina	0.00027113300935514243	3297		
3298	Pezizomycotina	0.00033753616749054437	3298		
3299	Pezizomycotina	0.0	3299		
3300	Pezizomycotina	0.0	3300		
3301	Pezizomycotina	0.0	3301		
3302	Pezizomycotina	0.0	3302		
3303	Pezizomycotina	0.0	3303		
3304	Pezizomycotina	0.0	3304		
3305	Pezizomycotina	0.0	3305		
3306	Pezizomycotina	0.0	3306		
3307	Pezizomycotina	0.0009946506561691612	3307		
3308	Pezizomycotina	0.0	3308		
3309	Pezizomycotina	0.0	3309		
3310	Pezizomycotina	0.0	3310		
3311	Pezizomycotina	0.0	3311		
3312	Pezizomycotina	0.0	3312		
3313	Pezizomycotina	0.0	3313		
3314	Pezizomycotina	0.0	3314		
3315	Pezizomycotina	0.0	3315		
3316	Pezizomycotina	0.0	3316		
3317	Pezizomycotina	0.0	3317		
3318	Pezizomycotina	0.0	3318		
3319	Pezizomycotina	0.0	3319		
3320	Pezizomycotina	0.0	3320		
3321	Pezizomycotina	0.0	3321		
3322	Pezizomycotina	0.0	3322		
3323	Pezizomycotina	0.0	3323		
3324	Pezizomycotina	0.0	3324		
3325	Pezizomycotina	0.0	3325		
3326	Pezizomycotina	0.0	3326		
3327	Pezizomycotina	0.0	3327		
3328	Pezizomycotina	0.0	3328		
3329	Pezizomycotina	0.0032734075113149182	3329		
3330	Pezizomycotina	0.0	3330		
3331	Pezizomycotina	0.0	3331		
3332	Pezizomycotina	0.0	3332		
3333	Pezizomycotina	0.0009406306281678307	3333		
3334	Pezizomycotina	0.006879521999070883	3334		
3335	Pezizomycotina	0.0	3335		
3336	Pezizomycotina	0.0	3336		
3337	Pezizomycotina	0.0	3337		
3338	Pezizomycotina	0.006987143655673561	3338		
3339	Pezizomycotina	0.0	3339		
3340	Pezizomycotina	0.0	3340		
3341	Pezizomycotina	0.0	3341		
3342	Pezizomycotina	0.0	3342		
3343	Pezizomycotina	0.0	3343		
3344	Pezizomycotina	0.0	3344		
3345	Pezizomycotina	0.0	3345		
3346	Pezizomycotina	0.0	3346		
3347	Pezizomycotina	0.0	3347		
3348	Pezizomycotina	0.0	3348		
3349	Pezizomycotina	0.0	3349		
3350	Pezizomycotina	0.0	3350		
3351	Pezizomycotina	0.0	3351		
3352	Pezizomycotina	0.0	3352		
3353	Pezizomycotina	0.0	3353		
3354	Pezizomycotina	0.0	3354		
3355	Pezizomycotina	0.0	3355		
3356	Pezizomycotina	0.0	3356		
3357	Pezizomycotina	0.0	3357		
3358	Pezizomycotina	0.0	3358		
3359	Pezizomycotina	0.0	3359		
3360	Pezizomycotina	0.0	3360		
3361	Pezizomycotina	0.0	3361		
3362	Pezizomycotina	0.0	3362		
3363	Pezizomycotina	0.0	3363		
3364	Pezizomycotina	0.0	3364		
3365	Pezizomycotina	0.0	3365		
3366	Pezizomycotina	0.0	3366		
3367	Pezizomycotina	0.0	3367		
3368	Pezizomycotina	0.0	3368		
3369	Pezizomycotina	0.0	3369		
3370	Pezizomycotina	0.0	3370		
3371	Pezizomycotina	0.002999722263477144	3371		
3372	Pezizomycotina	0.0	3372		
3373	Pezizomycotina	0.0	3373		
3374	Pezizomycotina	0.0	3374		
3375	Pezizomycotina	0.0	3375		
3376	Pezizomycotina	0.0	3376		
3377	Pezizomycotina	0.0	3377		
3378	Pezizomycotina	0.0	3378		
3379	Pezizomycotina	0.0	3379		
3380	Pezizomycotina	0.0	3380		
3381	Pezizomycotina	0.0	3381		
3382	Pezizomycotina	0.0	3382		
3383	Pezizomycotina	0.0	3383		
3384	Pezizomycotina	0.0	3384		
3385	Pezizomycotina	0.0	3385		
3386	Pezizomycotina	0.0	3386		
3387	Pezizomycotina	0.0	3387		
3388	Pezizomycotina	0.005225042339244426	3388		
3389	Pezizomycotina	0.0	3389		
3390	Pezizomycotina	0.0	3390		
3391	Pezizomycotina	0.0	3391		
3392	Pezizomycotina	0.0	3392		
3393	Pezizomycotina	0.0008067957559085544	3393		
3394	Pezizomycotina	0.011883635441754341	3394		
3395	Pezizomycotina	0.0	3395		
3396	Pezizomycotina	0.0	3396		
3397	Pezizomycotina	0.0	3397		
3398	Pezizomycotina	0.0	3398		
3399	Pezizomycotina	0.0	3399		
3400	Pezizomycotina	0.0	3400		
3401	Pezizomycotina	0.0	3401		
3402	Pezizomycotina	0.005917479694333637	3402		
3403	Pezizomycotina	0.0	3403		
3404	Pezizomycotina	0.0	3404		
3405	Pezizomycotina	0.0	3405		
3406	Pezizomycotina	0.0	3406		
3407	Pezizomycotina	0.0	3407		
3408	Pezizomycotina	0.0	3408		
3409	Pezizomycotina	0.0	3409		
3410	Pezizomycotina	0.0	3410		
3411	Pezizomycotina	0.0	3411		
3412	Pezizomycotina	0.04551058761566177	3412		
3413	Pezizomycotina	0.0	3413		
3414	Pezizomycotina	0.0	3414		
3415	Pezizomycotina	0.0	3415		
3416	Pezizomycotina	0.0	3416		
3417	Pezizomycotina	0.024219748464044264	3417		
3418	Pezizomycotina	0.0	3418		
3419	Pezizomycotina	0.0	3419		
3420	Pezizomycotina	0.0	3420		
3421	Pezizomycotina	0.0	3421		
3422	Pezizomycotina	0.0	3422		
3423	Pezizomycotina	0.0	3423		
3424	Pezizomycotina	0.0	3424		
3425	Pezizomycotina	0.0	3425		
3426	Pezizomycotina	0.0	3426		
3427	Pezizomycotina	0.0024265390346590358	3427		
3428	Pezizomycotina	0.0	3428		
3429	Pezizomycotina	0.0	3429		
3430	Pezizomycotina	0.0	3430		
3431	Pezizomycotina	0.0	3431		
3432	Pezizomycotina	0.0	3432		
3433	Pezizomycotina	0.0	3433		
3434	Pezizomycotina	0.0	3434		
3435	Pezizomycotina	0.0002196851347114952	3435		
3436	Pezizomycotina	0.0	3436		
3437	Pezizomycotina	0.0	3437		
3438	Pezizomycotina	0.0	3438		
3439	Pezizomycotina	0.0	3439		
3440	Pezizomycotina	0.0	3440		
3441	Pezizomycotina	0.0	3441		
3442	Pezizomycotina	0.0005656871188991817	3442		
3443	Pezizomycotina	0.00407177713888968	3443		
3444	Pezizomycotina	0.0	3444		
3445	Pezizomycotina	0.0	3445		
3446	Pezizomycotina	0.0	3446		
3447	Pezizomycotina	0.0	3447		
3448	Pezizomycotina	0.0	3448		
3449	Pezizomycotina	0.0	3449		
3450	Pezizomycotina	0.0	3450		
3451	Pezizomycotina	0.0	3451		
3452	Pezizomycotina	0.0017236597793283603	3452		
3453	Pezizomycotina	0.0	3453		
3454	Pezizomycotina	0.00017129471185258028	3454		
3455	Pezizomycotina	0.0	3455		
3456	Pezizomycotina	0.0	3456		
3457	Pezizomycotina	0.0	3457		
3458	Pezizomycotina	0.00020880904917334678	3458		
3459	Pezizomycotina	0.0004720885401352414	3459		
3460	Pezizomycotina	0.0	3460		
3461	Pezizomycotina	0.0	3461		
3462	Pezizomycotina	0.0	3462		
3463	Pezizomycotina	0.0	3463		
3464	Pezizomycotina	0.0	3464		
3465	Pezizomycotina	0.0	3465		
3466	Pezizomycotina	0.0	3466		
3467	Pezizomycotina	0.0	3467		
3468	Pezizomycotina	0.0	3468		
3469	Pezizomycotina	0.0	3469		
3470	Pezizomycotina	0.0	3470		
3471	Pezizomycotina	0.0	3471		
3472	Pezizomycotina	0.0	3472		
3473	Pezizomycotina	0.0	3473		
3474	Pezizomycotina	0.0	3474		
3475	Pezizomycotina	0.0	3475		
3476	Pezizomycotina	0.0	3476		
3477	Pezizomycotina	0.0	3477		
3478	Pezizomycotina	0.0027323323683209914	3478		
3479	Pezizomycotina	0.002977417898392803	3479		
3480	Pezizomycotina	0.027886407680412034	3480		
3481	Pezizomycotina	0.01623028572543609	3481		
3482	Pezizomycotina	1.9654520733518779	3482		
3483	Pezizomycotina	1.6039388075199588	3483		
3484	Pezizomycotina	3.6203484516653095	3484		
3485	Pezizomycotina	2.7990910821945523	3485		
3486	Pezizomycotina	0.4869904537923981	3486		
3487	Pezizomycotina	0.5765448399211657	3487		
3488	Pezizomycotina	0.5535927697334307	3488		
3489	Pezizomycotina	0.5130927793119958	3489		
3490	Pezizomycotina	0.21559861026509297	3490		
3491	Pezizomycotina	0.24473874913245258	3491		
3492	Pezizomycotina	0.04657712841096708	3492		
3493	Pezizomycotina	0.05722587864817497	3493		
3494	Pezizomycotina	6.764062203994346	3494		
3495	Pezizomycotina	7.778090220456395	3495		
3496	Pezizomycotina	2.6042004172921343	3496		
3497	Pezizomycotina	3.9935207759917906	3497		
3498	Pezizomycotina	0.0	3498		
3499	Pezizomycotina	0.009114241824833719	3499		
3500	Pezizomycotina	0.0	3500		
3501	Pezizomycotina	0.016840796932472826	3501		
3502	Pezizomycotina	0.0	3502		
3503	Pezizomycotina	0.010747818944608552	3503		
3504	Pezizomycotina	0.0	3504		
3505	Pezizomycotina	0.0	3505		
3506	Pezizomycotina	0.0	3506		
3507	Pezizomycotina	0.0	3507		
3508	Pezizomycotina	0.0	3508		
3509	Pezizomycotina	0.0	3509		
3510	Pezizomycotina	0.00027905744027682176	3510		
3511	Pezizomycotina	0.0	3511		
3512	Pezizomycotina	0.0	3512		
3513	Pezizomycotina	0.0	3513		
3514	Pezizomycotina	0.0	3514		
3515	Pezizomycotina	0.0	3515		
3516	Pezizomycotina	0.0	3516		
3517	Pezizomycotina	0.0	3517		
3518	Pezizomycotina	0.0	3518		
3519	Pezizomycotina	0.0	3519		
3520	Pezizomycotina	0.008861567848133427	3520		
3521	Pezizomycotina	0.0	3521		
3522	Pezizomycotina	0.0	3522		
3523	Pezizomycotina	0.0	3523		
3524	Pezizomycotina	0.0	3524		
3525	Pezizomycotina	0.00022905869587141382	3525		
3526	Pezizomycotina	0.0	3526		
3527	Pezizomycotina	0.0	3527		
3528	Pezizomycotina	0.0	3528		
3529	Pezizomycotina	0.0	3529		
3530	Pezizomycotina	0.0	3530		
3531	Pezizomycotina	0.0	3531		
3532	Pezizomycotina	0.0	3532		
3533	Pezizomycotina	0.0	3533		
3534	Pezizomycotina	0.0	3534		
3535	Pezizomycotina	0.0	3535		
3536	Pezizomycotina	0.0	3536		
3537	Pezizomycotina	0.0	3537		
3538	Pezizomycotina	0.0	3538		
3539	Pezizomycotina	0.0	3539		
3540	Pezizomycotina	0.0	3540		
3541	Pezizomycotina	0.0	3541		
3542	Pezizomycotina	0.0	3542		
3543	Pezizomycotina	0.0	3543		
3544	Pezizomycotina	0.0	3544		
3545	Pezizomycotina	0.0	3545		
3546	Pezizomycotina	0.0	3546		
3547	Pezizomycotina	0.0	3547		
3548	Pezizomycotina	0.0	3548		
3549	Pezizomycotina	0.0	3549		
3550	Pezizomycotina	0.0	3550		
3551	Pezizomycotina	0.0	3551		
3552	Pezizomycotina	0.0016010787785074104	3552		
3553	Pezizomycotina	0.0	3553		
3554	Pezizomycotina	0.0	3554		
3555	Pezizomycotina	0.0	3555		
3556	Pezizomycotina	0.0	3556		
3557	Pezizomycotina	0.0	3557		
3558	Pezizomycotina	0.0	3558		
3559	Pezizomycotina	0.0	3559		
3560	Pezizomycotina	0.0	3560		
3561	Pezizomycotina	0.0	3561		
3562	Pezizomycotina	0.0	3562		
3563	Pezizomycotina	0.0	3563		
3564	Pezizomycotina	0.0	3564		
3565	Pezizomycotina	0.0	3565		
3566	Pezizomycotina	0.0	3566		
3567	Pezizomycotina	0.0	3567		
3568	Pezizomycotina	0.0	3568		
3569	Pezizomycotina	0.0	3569		
3570	Pezizomycotina	0.0	3570		
3571	Pezizomycotina	0.0	3571		
3572	Pezizomycotina	0.0	3572		
3573	Pezizomycotina	0.0	3573		
3574	Pezizomycotina	0.0	3574		
3575	Pezizomycotina	0.0	3575		
3576	Pezizomycotina	0.0	3576		
3577	Pezizomycotina	0.0	3577		
3578	Pezizomycotina	0.0	3578		
3579	Pezizomycotina	0.0	3579		
3580	Pezizomycotina	0.0	3580		
3581	Pezizomycotina	0.0	3581		
3582	Pezizomycotina	0.0	3582		
3583	Pezizomycotina	0.0	3583		
3584	Pezizomycotina	0.0	3584		
3585	Pezizomycotina	0.0	3585		
3586	Pezizomycotina	0.0	3586		
3587	Pezizomycotina	0.0	3587		
3588	Pezizomycotina	0.0	3588		
3589	Pezizomycotina	0.0	3589		
3590	Pezizomycotina	0.0	3590		
3591	Pezizomycotina	0.0036259123435323213	3591		
3592	Pezizomycotina	0.0	3592		
3593	Pezizomycotina	0.0	3593		
3594	Pezizomycotina	0.0	3594		
3595	Pezizomycotina	0.0	3595		
3596	Pezizomycotina	0.0	3596		
3597	Pezizomycotina	0.0	3597		
3598	Pezizomycotina	0.0	3598		
3599	Pezizomycotina	0.0	3599		
3600	Pezizomycotina	0.004548644715565864	3600		
3601	Pezizomycotina	0.0	3601		
3602	Pezizomycotina	0.0	3602		
3603	Pezizomycotina	0.0	3603		
3604	Pezizomycotina	0.0	3604		
3605	Pezizomycotina	0.0	3605		
3606	Pezizomycotina	0.0	3606		
3607	Pezizomycotina	0.0	3607		
3608	Pezizomycotina	0.0	3608		
3609	Pezizomycotina	0.0	3609		
3610	Pezizomycotina	0.0	3610		
3611	Pezizomycotina	0.0	3611		
3612	Pezizomycotina	0.0	3612		
3613	Pezizomycotina	0.0013270882546189443	3613		
3614	Pezizomycotina	0.0	3614		
3615	Pezizomycotina	0.0	3615		
3616	Pezizomycotina	0.0	3616		
3617	Pezizomycotina	0.0	3617		
3618	Pezizomycotina	0.0	3618		
3619	Pezizomycotina	0.0	3619		
3620	Pezizomycotina	0.0	3620		
3621	Pezizomycotina	0.0	3621		
3622	Pezizomycotina	0.0	3622		
3623	Pezizomycotina	0.0	3623		
3624	Pezizomycotina	0.0	3624		
3625	Pezizomycotina	0.0	3625		
3626	Pezizomycotina	0.0	3626		
3627	Pezizomycotina	0.0	3627		
3628	Pezizomycotina	0.0	3628		
3629	Pezizomycotina	0.0005906973604266523	3629		
3630	Pezizomycotina	0.004146023789856773	3630		
3631	Pezizomycotina	0.0	3631		
3632	Pezizomycotina	0.0	3632		
3633	Pezizomycotina	0.0	3633		
3634	Pezizomycotina	0.0	3634		
3635	Pezizomycotina	0.0	3635		
3636	Pezizomycotina	0.0	3636		
3637	Pezizomycotina	0.0	3637		
3638	Pezizomycotina	0.0	3638		
3639	Pezizomycotina	0.0017571048891088642	3639		
3640	Pezizomycotina	0.0	3640		
3641	Pezizomycotina	0.0	3641		
3642	Pezizomycotina	0.0	3642		
3643	Pezizomycotina	0.0	3643		
3644	Pezizomycotina	0.00017823783175564893	3644		
3645	Pezizomycotina	0.0004947684073557823	3645		
3646	Pezizomycotina	0.0	3646		
3647	Pezizomycotina	0.0	3647		
3648	Pezizomycotina	0.0	3648		
3649	Pezizomycotina	0.0004718061472218405	3649		
3650	Pezizomycotina	0.0	3650		
3651	Pezizomycotina	0.0	3651		
3652	Pezizomycotina	0.0	3652		
3653	Pezizomycotina	0.0	3653		
3654	Pezizomycotina	0.0	3654		
3655	Pezizomycotina	0.0	3655		
3656	Pezizomycotina	0.0	3656		
3657	Pezizomycotina	0.0	3657		
3658	Pezizomycotina	0.0	3658		
3659	Pezizomycotina	0.0	3659		
3660	Pezizomycotina	0.0	3660		
3661	Pezizomycotina	0.0	3661		
3662	Pezizomycotina	0.0	3662		
3663	Pezizomycotina	0.0	3663		
3664	Pezizomycotina	0.0	3664		
3665	Pezizomycotina	0.0	3665		
3666	Pezizomycotina	0.0	3666		
3667	Pezizomycotina	0.0	3667		
3668	Pezizomycotina	0.0	3668		
3669	Pezizomycotina	0.0	3669		
3670	Pezizomycotina	0.0	3670		
3671	Pezizomycotina	0.0	3671		
3672	Pezizomycotina	0.0	3672		
3673	Pezizomycotina	0.0	3673		
3674	Pezizomycotina	0.0	3674		
3675	Pezizomycotina	0.0	3675		
3676	Pezizomycotina	0.0	3676		
3677	Pezizomycotina	0.006473283698006623	3677		
3678	Pezizomycotina	0.0	3678		
3679	Pezizomycotina	0.0	3679		
3680	Pezizomycotina	0.0	3680		
3681	Pezizomycotina	0.0	3681		
3682	Pezizomycotina	0.0	3682		
3683	Pezizomycotina	0.0	3683		
3684	Pezizomycotina	0.0	3684		
3685	Pezizomycotina	0.0	3685		
3686	Pezizomycotina	0.0	3686		
3687	Pezizomycotina	0.004195187441371484	3687		
3688	Pezizomycotina	0.0	3688		
3689	Pezizomycotina	0.0	3689		
3690	Pezizomycotina	0.0	3690		
3691	Pezizomycotina	0.0	3691		
3692	Pezizomycotina	0.0	3692		
3693	Pezizomycotina	0.0	3693		
3694	Pezizomycotina	0.0	3694		
3695	Pezizomycotina	0.0	3695		
3696	Pezizomycotina	0.0	3696		
3697	Pezizomycotina	0.0	3697		
3698	Pezizomycotina	0.0	3698		
3699	Pezizomycotina	0.0	3699		
3700	Pezizomycotina	0.0	3700		
3701	Pezizomycotina	0.0	3701		
3702	Pezizomycotina	0.0	3702		
3703	Pezizomycotina	0.0	3703		
3704	Pezizomycotina	0.0	3704		
3705	Pezizomycotina	0.0	3705		
3706	Pezizomycotina	0.0	3706		
3707	Pezizomycotina	0.0	3707		
3708	Pezizomycotina	0.0	3708		
3709	Pezizomycotina	0.0	3709		
3710	Pezizomycotina	0.0	3710		
3711	Pezizomycotina	0.0	3711		
3712	Pezizomycotina	0.0	3712		
3713	Pezizomycotina	0.0	3713		
3714	Pezizomycotina	0.0	3714		
3715	Pezizomycotina	0.0	3715		
3716	Pezizomycotina	0.0	3716		
3717	Pezizomycotina	0.0	3717		
3718	Pezizomycotina	0.0	3718		
3719	Pezizomycotina	0.0	3719		
3720	Pezizomycotina	0.0	3720		
3721	Pezizomycotina	0.0	3721		
3722	Pezizomycotina	0.0	3722		
3723	Pezizomycotina	0.0	3723		
3724	Pezizomycotina	0.0	3724		
3725	Pezizomycotina	0.0	3725		
3726	Pezizomycotina	0.0	3726		
3727	Pezizomycotina	0.0	3727		
3728	Pezizomycotina	0.0	3728		
3729	Pezizomycotina	0.0	3729		
3730	Pezizomycotina	0.0	3730		
3731	Pezizomycotina	0.0	3731		
3732	Pezizomycotina	0.0	3732		
3733	Pezizomycotina	0.0	3733		
3734	Pezizomycotina	0.0	3734		
3735	Pezizomycotina	0.0	3735		
3736	Pezizomycotina	0.0	3736		
3737	Pezizomycotina	0.0	3737		
3738	Pezizomycotina	0.0	3738		
3739	Pezizomycotina	0.0	3739		
3740	Pezizomycotina	0.0	3740		
3741	Pezizomycotina	0.0	3741		
3742	Pezizomycotina	0.0	3742		
3743	Pezizomycotina	0.0	3743		
3744	Pezizomycotina	0.0	3744		
3745	Pezizomycotina	0.0	3745		
3746	Pezizomycotina	0.0	3746		
3747	Pezizomycotina	0.0	3747		
3748	Pezizomycotina	0.0	3748		
3749	Pezizomycotina	0.0	3749		
3750	Pezizomycotina	0.0	3750		
3751	Pezizomycotina	0.0	3751		
3752	Pezizomycotina	0.0	3752		
3753	Pezizomycotina	0.0	3753		
3754	Pezizomycotina	0.0	3754		
3755	Pezizomycotina	0.0	3755		
3756	Pezizomycotina	0.0	3756		
3757	Pezizomycotina	0.0	3757		
3758	Pezizomycotina	0.0	3758		
3759	Pezizomycotina	0.0	3759		
3760	Pezizomycotina	0.0	3760		
3761	Pezizomycotina	0.0	3761		
3762	Pezizomycotina	0.0	3762		
3763	Pezizomycotina	0.0	3763		
3764	Pezizomycotina	0.0	3764		
3765	Pezizomycotina	0.0	3765		
3766	Pezizomycotina	0.0	3766		
3767	Pezizomycotina	0.0	3767		
3768	Pezizomycotina	0.0	3768		
3769	Pezizomycotina	0.0	3769		
3770	Pezizomycotina	0.0	3770		
3771	Pezizomycotina	0.0	3771		
3772	Pezizomycotina	0.0	3772		
3773	Pezizomycotina	0.006110505216347664	3773		
3774	Pezizomycotina	0.0	3774		
3775	Pezizomycotina	0.0	3775		
3776	Pezizomycotina	0.18719080090921247	3776		
3777	Pezizomycotina	0.00253044297770186	3777		
3778	Pezizomycotina	0.0	3778		
3779	Pezizomycotina	0.0	3779		
3780	Pezizomycotina	0.0	3780		
3781	Pezizomycotina	0.0	3781		
3782	Pezizomycotina	0.0	3782		
3783	Pezizomycotina	0.0	3783		
3784	Pezizomycotina	0.0016363890854016853	3784		
3785	Pezizomycotina	0.004676673500845542	3785		
3786	Pezizomycotina	0.0030777916389695776	3786		
3787	Pezizomycotina	0.0016190553432457854	3787		
3788	Pezizomycotina	0.01917932174049886	3788		
3789	Pezizomycotina	0.0018923201048689398	3789		
3790	Pezizomycotina	0.006843331031598122	3790		
