sample_name	subphylum	relative_abundance	subphylum_label
13114.stegen.38.s005	Saccharomycotina	0.00013966854977116703	Saccharomycotina
13114.stegen.38.s007	Pezizomycotina	0.0011431844065170145	Pezizomycotina
13114.stegen.38.s009	Pezizomycotina	0.000174049061198012	Pezizomycotina
13114.stegen.38.s011	Pezizomycotina	0.0034415764040767283	Pezizomycotina
13114.stegen.38.s014	Pezizomycotina	0.009163866825869171	Pezizomycotina
13114.stegen.38.s014	Saccharomycotina	0.0002184684745857985	Saccharomycotina
13114.stegen.38.s015	Pezizomycotina	0.0018787350266635042	Pezizomycotina
13114.stegen.38.s015	Saccharomycotina	0.0009931105378656396	Saccharomycotina
13114.stegen.38.s016	Pezizomycotina	0.0006234622887144753	Pezizomycotina
13114.stegen.38.s017	Pezizomycotina	0.0029713697100095544	Pezizomycotina
13114.stegen.38.s018	Pezizomycotina	0.0011965161912199022	Pezizomycotina
13114.stegen.38.s018	Wallemiomycotina	0.0003223774193960358	Wallemiomycotina
13114.stewart.26.s002	Agaricomycotina	0.00028468508136299627	Agaricomycotina
13114.stewart.26.s002	Pezizomycotina	0.0006642651898469912	Pezizomycotina
13114.stewart.26.s002	Pucciniomycotina	0.0005015880004967077	Pucciniomycotina
