sample_name	subphylum	relative_abundance	subphylum_label
13114.stewart.26.s002	Saccharomycotina	0.002291037083349827	Saccharomycotina
13114.stewart.26.s002	Ustilaginomycotina	0.04732550566848666	Ustilaginomycotina
13114.stewart.26.s002	Wallemiomycotina	0.00024401578402542538	Wallemiomycotina
13114.stewart.26.s004	Ustilaginomycotina	0.012781737287497123	Ustilaginomycotina
13114.stewart.26.s008	Saccharomycotina	0.001639502514603377	Saccharomycotina
13114.stewart.26.s008	Ustilaginomycotina	0.051808279461466704	Ustilaginomycotina
13114.tait.77.s001	Saccharomycotina	0.006508264689107287	Saccharomycotina
13114.tait.77.s004	Pezizomycotina	0.010733013850687399	Pezizomycotina
13114.tait.77.s004	Saccharomycotina	0.00293373044884636	Saccharomycotina
13114.tait.77.s004	Ustilaginomycotina	0.22017976988274318	Ustilaginomycotina
13114.tait.77.s005	Saccharomycotina	0.018532138580941816	Saccharomycotina
13114.tait.77.s008	Saccharomycotina	0.05170341554246731	Saccharomycotina
13114.thomas.18.s001	Pezizomycotina	3.938791805548466e-06	Pezizomycotina
13114.thomas.18.s001	Saccharomycotina	3.938791805548466e-06	Saccharomycotina
13114.thomas.18.s012	Pezizomycotina	0.00017266296362164019	Pezizomycotina
13114.thomas.18.s012	Saccharomycotina	0.00010987643139558922	Saccharomycotina
13114.thomas.18.s012	Wallemiomycotina	0.0025820961377963463	Wallemiomycotina
13114.thomas.18.s014	Wallemiomycotina	0.0026307812070798246	Wallemiomycotina
13114.thomas.18.s021	Saccharomycotina	0.0009370338653568097	Saccharomycotina
13114.thomas.18.s023	Saccharomycotina	0.08088681450812339	Saccharomycotina
13114.thomas.18.s025	Saccharomycotina	0.03422885967021238	Saccharomycotina
13114.thomas.18.s028	Saccharomycotina	0.012391880228697572	Saccharomycotina
13114.thomas.18.s031	Ustilaginomycotina	5.0297307383946506e-05	Ustilaginomycotina
13114.thomas.18.s036	Saccharomycotina	2.7296852727474228e-05	Saccharomycotina
13114.thomas.18.s036	Ustilaginomycotina	9.098950909158076e-06	Ustilaginomycotina
13114.thomas.18.s041	Saccharomycotina	0.12691792502570923	Saccharomycotina
13114.thomas.18.s041	Ustilaginomycotina	0.22620802260669795	Ustilaginomycotina
13114.tucker.58.s003	Ustilaginomycotina	0.015120552037608937	Ustilaginomycotina
13114.tucker.58.s006	Ustilaginomycotina	0.2996005326231691	Ustilaginomycotina
13114.tucker.58.s011	Agaricomycotina	0.000820196519085973	Agaricomycotina
13114.tucker.58.s011	Ustilaginomycotina	0.0010935953587812974	Ustilaginomycotina
13114.tucker.58.s013	Ustilaginomycotina	0.019197085310621774	Ustilaginomycotina
13114.tucker.58.s015	Agaricomycotina	0.0009153506593957314	Agaricomycotina
13114.tucker.58.s015	Pezizomycotina	0.0017162824863669961	Pezizomycotina
13114.tucker.58.s015	Saccharomycotina	0.01178513973972004	Saccharomycotina
13114.tucker.58.s015	Ustilaginomycotina	0.0018307013187914627	Ustilaginomycotina
13114.uren.82.s001	Pezizomycotina	0.0005137894070636703	Pezizomycotina
13114.uren.82.s001	Ustilaginomycotina	0.0007590070786167855	Ustilaginomycotina
13114.uren.82.s004	Pezizomycotina	0.00016678665197326806	Pezizomycotina
13114.uren.82.s004	Ustilaginomycotina	0.0009451243611818523	Ustilaginomycotina
13114.uren.82.s005	Pezizomycotina	0.0009280163947228435	Pezizomycotina
13114.uren.82.s005	Saccharomycotina	0.0005661483665919234	Saccharomycotina
13114.uren.82.s005	Ustilaginomycotina	0.00042023383911977816	Ustilaginomycotina
13114.uren.82.s006	Pezizomycotina	0.00037998692844966135	Pezizomycotina
13114.uren.82.s006	Ustilaginomycotina	0.0018799353302246403	Ustilaginomycotina
13114.uren.82.s010	Agaricomycotina	0.00013826148565212473	Agaricomycotina
13114.uren.82.s010	Saccharomycotina	9.618190306234765e-05	Saccharomycotina
13114.zaneveld.9.s001	Saccharomycotina	0.1729516781875822	Saccharomycotina
13114.zaneveld.9.s004	Saccharomycotina	0.06998593884502474	Saccharomycotina
13114.zaneveld.9.s005	Saccharomycotina	0.09872548148785541	Saccharomycotina
13114.zaneveld.9.s007	Saccharomycotina	0.03901270971952015	Saccharomycotina
13114.zaneveld.9.s011	Pezizomycotina	0.000410200875368668	Pezizomycotina
13114.zaneveld.9.s011	Saccharomycotina	0.000410200875368668	Saccharomycotina
13114.zaneveld.9.s012	Saccharomycotina	0.02669824989229211	Saccharomycotina
13114.zaneveld.9.s013	Saccharomycotina	0.01180819871391487	Saccharomycotina
13114.zaneveld.9.s014	Pezizomycotina	0.0013262713345693466	Pezizomycotina
13114.zaneveld.9.s014	Ustilaginomycotina	0.06202810039306696	Ustilaginomycotina
13114.zaneveld.9.s015	Pezizomycotina	0.0012635131053085457	Pezizomycotina
13114.zaneveld.9.s015	Saccharomycotina	0.006823807532312047	Saccharomycotina
13114.zaneveld.9.s015	Ustilaginomycotina	0.0027613200314690074	Ustilaginomycotina
13114.zaneveld.9.s017	Ustilaginomycotina	0.04602072904629851	Ustilaginomycotina
13114.zaneveld.9.s020	Saccharomycotina	0.0011594740625652205	Saccharomycotina
13114.zaneveld.9.s021	Ustilaginomycotina	0.020101436318631823	Ustilaginomycotina
13114.zaneveld.9.s022	Saccharomycotina	0.060221514297491945	Saccharomycotina
13114.zaneveld.9.s022	Wallemiomycotina	0.021218023520093453	Wallemiomycotina
13114.girguis.50.s001	Saccharomycotina	0.00042415919038327947	Saccharomycotina
13114.girguis.50.s001	Ustilaginomycotina	0.008320398388653626	Ustilaginomycotina
13114.girguis.50.s002	Saccharomycotina	0.0007062713907655898	Saccharomycotina
13114.girguis.50.s004	Saccharomycotina	0.044594861807855345	Saccharomycotina
13114.girguis.50.s009	Agaricomycotina	0.00040751133414203473	Agaricomycotina
13114.minich.76.s003	Agaricomycotina	4.747831586184064e-05	Agaricomycotina
13114.minich.76.s003	Saccharomycotina	0.14127059841081485	Saccharomycotina
13114.minich.76.s003	Wallemiomycotina	0.0016481758220610392	Wallemiomycotina
13114.minich.76.s005	Agaricomycotina	0.0020838762780385086	Agaricomycotina
13114.minich.76.s005	Saccharomycotina	0.008975435622732788	Saccharomycotina
13114.minich.76.s005	Wallemiomycotina	0.0003305135604088073	Wallemiomycotina
13114.minich.76.s006	Agaricomycotina	0.0004230803389624906	Agaricomycotina
13114.minich.76.s006	Pezizomycotina	0.004626806586893796	Pezizomycotina
13114.minich.76.s006	Saccharomycotina	0.12479177678037623	Saccharomycotina
13114.minich.76.s006	Taphrinomycotina	0.00180062992262436	Taphrinomycotina
13114.minich.76.s006	Ustilaginomycotina	0.021275864085745725	Ustilaginomycotina
13114.mousseau.88.s001	Agaricomycotina	0.00011727492479159073	Agaricomycotina
13114.mousseau.88.s001	Saccharomycotina	0.00010945659647215135	Saccharomycotina
13114.mousseau.88.s005	Saccharomycotina	0.0003260394441414304	Saccharomycotina
13114.mousseau.88.s008	Agaricomycotina	0.0012551068761926718	Agaricomycotina
13114.mousseau.88.s009	Agaricomycotina	0.001383809794421217	Agaricomycotina
13114.mousseau.88.s009	Saccharomycotina	0.000922539862947478	Saccharomycotina
13114.mousseau.88.s009	Ustilaginomycotina	0.02462028259241082	Ustilaginomycotina
13114.mousseau.88.s017	Agaricomycotina	0.0009830418094874563	Agaricomycotina
13114.mousseau.88.s017	Saccharomycotina	0.0013426912519828673	Saccharomycotina
13114.mousseau.88.s022	Pezizomycotina	0.02428224539351521	Pezizomycotina
13114.mousseau.88.s025	Saccharomycotina	0.00031402803185500355	Saccharomycotina
13114.mousseau.88.s026	Saccharomycotina	0.0012912440739346492	Saccharomycotina
13114.mousseau.88.s028	Pezizomycotina	0.0026016372970722908	Pezizomycotina
13114.mousseau.88.s028	Saccharomycotina	0.0008338581080359906	Saccharomycotina
13114.mousseau.88.s032	Agaricomycotina	2.760868989036037e-05	Agaricomycotina
13114.mousseau.88.s032	Pezizomycotina	0.0033889666840417358	Pezizomycotina
13114.mousseau.88.s032	Saccharomycotina	0.0009524998012174328	Saccharomycotina
13114.mousseau.88.s033	Saccharomycotina	0.004998615767941186	Saccharomycotina
13114.mousseau.88.s033	Ustilaginomycotina	0.009997231535882372	Ustilaginomycotina
13114.mousseau.88.s035	Agaricomycotina	0.00036657108560590957	Agaricomycotina
13114.mousseau.88.s035	Saccharomycotina	0.00019033498675691458	Saccharomycotina
13114.mousseau.88.s039	Agaricomycotina	0.00028107262231446086	Agaricomycotina
13114.mousseau.88.s043	Saccharomycotina	0.004253737692145809	Saccharomycotina
13114.mousseau.88.s043	Ustilaginomycotina	0.02283585497888803	Ustilaginomycotina
13114.mousseau.88.s045	Agaricomycotina	0.00012476534090124245	Agaricomycotina
13114.mousseau.88.s045	Saccharomycotina	0.00029854563715654437	Saccharomycotina
13114.mousseau.88.s047	Pezizomycotina	0.0017448851262047925	Pezizomycotina
13114.mousseau.88.s050	Agaricomycotina	0.00036823250036414104	Agaricomycotina
13114.mousseau.88.s052	Agaricomycotina	0.0006471513336194555	Agaricomycotina
13114.mousseau.88.s052	Pezizomycotina	0.010987504164278147	Pezizomycotina
13114.mousseau.88.s054	Agaricomycotina	0.0002907030617209839	Agaricomycotina
13114.mousseau.88.s054	Pucciniomycotina	0.0003633788271512299	Pucciniomycotina
13114.mousseau.88.s054	Saccharomycotina	0.026871864267833452	Saccharomycotina
13114.mousseau.88.s054	Ustilaginomycotina	0.006722508302297754	Ustilaginomycotina
13114.mousseau.88.s056	Pezizomycotina	0.0009878416675955044	Pezizomycotina
13114.mousseau.88.s056	Saccharomycotina	0.00023411276515269175	Saccharomycotina
13114.mousseau.88.s057	Saccharomycotina	0.00022888989681826562	Saccharomycotina
13114.mousseau.88.s062	Agaricomycotina	6.766287850402788e-05	Agaricomycotina
13114.mousseau.88.s062	Saccharomycotina	0.0006935445046662858	Saccharomycotina
13114.mousseau.88.s062	Ustilaginomycotina	0.0010403167569994288	Ustilaginomycotina
13114.mousseau.88.s062	Wallemiomycotina	0.0001691571962600697	Wallemiomycotina
13114.mousseau.88.s070	Agaricomycotina	0.0003219215713206511	Agaricomycotina
13114.mousseau.88.s070	Pucciniomycotina	0.0009791781127669803	Pucciniomycotina
13114.mousseau.88.s070	Saccharomycotina	0.00975154093125472	Saccharomycotina
13114.mousseau.88.s070	Ustilaginomycotina	0.005217812135155553	Ustilaginomycotina
13114.mousseau.88.s073	Agaricomycotina	0.0028273730164714017	Agaricomycotina
13114.mousseau.88.s073	Pezizomycotina	0.0026779589952757583	Pezizomycotina
13114.mousseau.88.s073	Saccharomycotina	0.0010688849208611397	Saccharomycotina
13114.mousseau.88.s074	Pezizomycotina	0.01659489624341484	Pezizomycotina
13114.mousseau.88.s078	Agaricomycotina	0.0023602128700646453	Agaricomycotina
13114.mousseau.88.s078	Pezizomycotina	0.0015147634837728318	Pezizomycotina
13114.mousseau.88.s078	Saccharomycotina	0.0008278358574107337	Saccharomycotina
13114.mousseau.88.s078	Ustilaginomycotina	0.004509063393556337	Ustilaginomycotina
13114.mousseau.88.s079	Agaricomycotina	0.0005024769550224674	Agaricomycotina
13114.mousseau.88.s079	Pezizomycotina	0.0013895026001131496	Pezizomycotina
13114.mousseau.88.s094	Agaricomycotina	0.0007670854145571818	Agaricomycotina
13114.mousseau.88.s094	Pezizomycotina	0.01057770413757798	Pezizomycotina
13114.mousseau.88.s094	Ustilaginomycotina	0.002614146346977764	Ustilaginomycotina
13114.mousseau.88.s095	Agaricomycotina	0.0005035339324949274	Agaricomycotina
13114.mousseau.88.s096	Agaricomycotina	0.0001352179211787694	Agaricomycotina
13114.mousseau.88.s097	Pezizomycotina	0.00016020704665765275	Pezizomycotina
13114.mousseau.88.s097	Wallemiomycotina	0.0008318442807224277	Wallemiomycotina
13114.mousseau.88.s098	Pezizomycotina	0.0013087851929573346	Pezizomycotina
13114.mousseau.88.s099	Saccharomycotina	0.0004914897260539739	Saccharomycotina
13114.mousseau.88.s105	Agaricomycotina	0.00031841040468971824	Agaricomycotina
13114.mousseau.88.s105	Saccharomycotina	0.0007288060374009106	Saccharomycotina
13114.mousseau.88.s107	Agaricomycotina	0.0003410503088922867	Agaricomycotina
13114.mousseau.88.s107	Pezizomycotina	0.014863749538179026	Pezizomycotina
13114.song.51.s002	Saccharomycotina	0.00130699115281262	Saccharomycotina
13114.song.51.s002	Ustilaginomycotina	0.0002713970699829484	Ustilaginomycotina
13114.song.51.s009	Agaricomycotina	0.00011557892012928097	Agaricomycotina
13114.song.51.s009	Saccharomycotina	0.0010589528087520607	Saccharomycotina
13114.song.51.s013	Saccharomycotina	9.365092756170991e-05	Saccharomycotina
13114.song.51.s013	Ustilaginomycotina	0.004327453277747346	Ustilaginomycotina
13114.song.51.s013	Wallemiomycotina	0.00016388912323299235	Wallemiomycotina
13114.song.51.s014	Pezizomycotina	0.0001948900997010504	Pezizomycotina
13114.song.51.s014	Saccharomycotina	0.057516202454197876	Saccharomycotina
13114.song.51.s014	Taphrinomycotina	0.0005580943764166442	Taphrinomycotina
13114.song.51.s015	Saccharomycotina	0.002241972681134088	Saccharomycotina
13114.song.51.s020	Agaricomycotina	0.00047377033965864673	Agaricomycotina
13114.song.51.s020	Saccharomycotina	0.004987278843370933	Saccharomycotina
13114.song.52.s002	Agaricomycotina	0.0006928268568037421	Agaricomycotina
13114.song.52.s011	Agaricomycotina	6.482635198468729e-05	Agaricomycotina
13114.song.52.s011	Pezizomycotina	0.0035836007377135133	Pezizomycotina
13114.song.52.s011	Saccharomycotina	0.014757070765794215	Saccharomycotina
13114.song.52.s011	Wallemiomycotina	0.01433699600493344	Wallemiomycotina
13114.song.52.s012	Saccharomycotina	0.00021621079124149191	Saccharomycotina
13114.song.52.s012	Wallemiomycotina	0.0008045052697357839	Wallemiomycotina
13114.song.53.s002	Agaricomycotina	0.00016392729446196855	Agaricomycotina
13114.song.53.s002	Pezizomycotina	7.250630331971686e-05	Pezizomycotina
13114.song.53.s002	Pucciniomycotina	0.004555287317260472	Pucciniomycotina
13114.song.53.s002	Saccharomycotina	0.10421047255825566	Saccharomycotina
13114.song.53.s002	Ustilaginomycotina	0.0014375162745126472	Ustilaginomycotina
13114.song.53.s002	Wallemiomycotina	0.007405100282522387	Wallemiomycotina
13114.song.53.s003	Agaricomycotina	0.002490981524816415	Agaricomycotina
13114.song.53.s003	Pezizomycotina	0.005682130829581227	Pezizomycotina
13114.song.53.s003	Saccharomycotina	0.04498577986168455	Saccharomycotina
13114.song.53.s003	Ustilaginomycotina	0.004187541914691378	Ustilaginomycotina
13114.song.53.s004	Saccharomycotina	0.003580217195045555	Saccharomycotina
13114.song.53.s010	Pezizomycotina	0.0006022670678281247	Pezizomycotina
13114.song.53.s010	Saccharomycotina	0.01335081410693854	Saccharomycotina
13114.song.53.s010	Ustilaginomycotina	0.0005215161760522868	Ustilaginomycotina
13114.song.53.s012	Pezizomycotina	0.00017940274925215438	Pezizomycotina
13114.song.53.s012	Saccharomycotina	0.013465759296808762	Saccharomycotina
13114.song.53.s012	Ustilaginomycotina	0.0029970812228006967	Ustilaginomycotina
13114.song.75.s002	Saccharomycotina	0.0454221010966193	Saccharomycotina
13114.song.75.s003	Pezizomycotina	0.006786469674861041	Pezizomycotina
13114.song.75.s003	Saccharomycotina	0.03783758018424743	Saccharomycotina
13114.song.75.s004	Pezizomycotina	0.004785774060819388	Pezizomycotina
13114.song.75.s004	Saccharomycotina	0.028798908558312245	Saccharomycotina
