run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	sample_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR5001870	SAMEA7723613	ERX4811153	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.mayer.34.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001870/ERR5001870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001870/ERR5001870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001870/13114.mayer.34.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001870/13114.mayer.34.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5001870.bam
ERR5001871	SAMEA7723915	ERX4811154	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.mayer.34.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001871/ERR5001871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001871/ERR5001871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001871/13114.mayer.34.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001871/13114.mayer.34.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5001871.bam
ERR5001878	SAMEA7724132	ERX4811161	PRJEB42019	942017	activated sludge metagenome	ILLUMINA	13114.mcmahon.21.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001878/ERR5001878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001878/ERR5001878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001878/13114.mcmahon.21.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001878/13114.mcmahon.21.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001878.bam
ERR5001879	SAMEA7723920	ERX4811162	PRJEB42019	942017	activated sludge metagenome	ILLUMINA	13114.mcmahon.21.s008	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001879/ERR5001879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001879/ERR5001879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001879/13114.mcmahon.21.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001879/13114.mcmahon.21.s008.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5001879.bam
ERR5001880	SAMEA7723443	ERX4811163	PRJEB42019	942017	activated sludge metagenome	ILLUMINA	13114.mcmahon.21.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001880/ERR5001880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001880/ERR5001880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001880/13114.mcmahon.21.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001880/13114.mcmahon.21.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5001880.bam
ERR5001881	SAMEA7723444	ERX4811164	PRJEB42019	942017	activated sludge metagenome	ILLUMINA	13114.mcmahon.21.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001881/ERR5001881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001881/ERR5001881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001881/13114.mcmahon.21.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001881/13114.mcmahon.21.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5001881.bam
ERR5001885	SAMEA7724133	ERX4811168	PRJEB42019	942017	activated sludge metagenome	ILLUMINA	13114.mcmahon.21.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001885/ERR5001885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001885/ERR5001885_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001885/13114.mcmahon.21.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001885/13114.mcmahon.21.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001885.bam
ERR5001893	SAMEA7723446	ERX4811176	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.metcalf.40.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001893/ERR5001893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001893/ERR5001893_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001893/13114.metcalf.40.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001893/13114.metcalf.40.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5001893.bam
ERR5001895	SAMEA7723615	ERX4811178	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.metcalf.40.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001895/ERR5001895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001895/ERR5001895_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001895/13114.metcalf.40.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001895/13114.metcalf.40.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001895.bam
ERR5001897	SAMEA7723448	ERX4811180	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.metcalf.40.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001897/ERR5001897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001897/ERR5001897_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001897/13114.metcalf.40.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001897/13114.metcalf.40.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5001897.bam
ERR5001898	SAMEA7723449	ERX4811181	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.metcalf.40.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001898/ERR5001898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001898/ERR5001898_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001898/13114.metcalf.40.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001898/13114.metcalf.40.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001898.bam
ERR5001899	SAMEA7723450	ERX4811182	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.metcalf.40.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001899/ERR5001899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001899/ERR5001899_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001899/13114.metcalf.40.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001899/13114.metcalf.40.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5001899.bam
ERR5001903	SAMEA7723452	ERX4811186	PRJEB42019	540485	mouse skin metagenome	ILLUMINA	13114.metcalf.81.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001903/ERR5001903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001903/13114.metcalf.81.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001903/13114.metcalf.81.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5001903.bam
ERR5001911	SAMEA7723928	ERX4811194	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.minich.76.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001911/ERR5001911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001911/ERR5001911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001911/13114.minich.76.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001911/13114.minich.76.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5001911.bam
ERR5001916	SAMEA7724199	ERX4811199	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001916/ERR5001916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001916/13114.myrold.5.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001916/13114.myrold.5.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5001916.bam
ERR5001920	SAMEA7724203	ERX4811203	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001920/ERR5001920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001920/13114.myrold.5.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001920/13114.myrold.5.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5001920.bam
ERR5001924	SAMEA7724207	ERX4811207	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001924/ERR5001924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001924/13114.myrold.59.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001924/13114.myrold.59.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5001924.bam
ERR5001925	SAMEA7724208	ERX4811208	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001925/ERR5001925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001925/ERR5001925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001925/13114.myrold.59.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001925/13114.myrold.59.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001925.bam
ERR5001926	SAMEA7724209	ERX4811209	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001926/ERR5001926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001926/ERR5001926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001926/13114.myrold.59.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001926/13114.myrold.59.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5001926.bam
ERR5001928	SAMEA7724211	ERX4811211	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001928/ERR5001928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001928/ERR5001928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001928/13114.myrold.59.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001928/13114.myrold.59.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001928.bam
ERR5001937	SAMEA7724223	ERX4811220	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s017	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001937/ERR5001937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001937/ERR5001937_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001937/13114.myrold.59.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001937/13114.myrold.59.s017.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5001937.bam
ERR5001942	SAMEA7723929	ERX4811225	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001942/ERR5001942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001942/ERR5001942_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001942/13114.palenik.42.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001942/13114.palenik.42.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5001942.bam
ERR5001943	SAMEA7723671	ERX4811226	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001943/ERR5001943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5001943/ERR5001943_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001943/13114.palenik.42.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001943/13114.palenik.42.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5001943.bam
ERR5001948	SAMEA7723672	ERX4811231	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s008	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001948/ERR5001948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001948/ERR5001948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001948/13114.palenik.42.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001948/13114.palenik.42.s008.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001948.bam
ERR5001949	SAMEA7723673	ERX4811232	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001949/ERR5001949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5001949/ERR5001949_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001949/13114.palenik.42.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001949/13114.palenik.42.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5001949.bam
ERR5001955	SAMEA7723941	ERX4811238	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s016	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001955/ERR5001955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001955/ERR5001955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001955/13114.palenik.42.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001955/13114.palenik.42.s016.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001955.bam
ERR5001956	SAMEA7723674	ERX4811239	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s017	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001956/ERR5001956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001956/ERR5001956_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001956/13114.palenik.42.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001956/13114.palenik.42.s017.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5001956.bam
ERR5001957	SAMEA7723675	ERX4811240	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001957/ERR5001957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001957/ERR5001957_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001957/13114.palenik.42.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001957/13114.palenik.42.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5001957.bam
ERR5001958	SAMEA7723942	ERX4811241	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s019	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001958/ERR5001958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001958/ERR5001958_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001958/13114.palenik.42.s019.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001958/13114.palenik.42.s019.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001958.bam
ERR5001960	SAMEA7723460	ERX4811243	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001960/ERR5001960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5001960/ERR5001960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001960/13114.pinto.63.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001960/13114.pinto.63.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5001960.bam
ERR5001964	SAMEA7723676	ERX4811247	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001964/ERR5001964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001964/ERR5001964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001964/13114.pinto.63.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001964/13114.pinto.63.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5001964.bam
ERR5001965	SAMEA7723677	ERX4811248	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001965/ERR5001965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001965/ERR5001965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001965/13114.pinto.63.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001965/13114.pinto.63.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001965.bam
ERR5001971	SAMEA7723466	ERX4811254	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s013	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001971/ERR5001971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5001971/ERR5001971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001971/13114.pinto.63.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001971/13114.pinto.63.s013.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5001971.bam
ERR5001972	SAMEA7723467	ERX4811255	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001972/ERR5001972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001972/ERR5001972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001972/13114.pinto.63.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001972/13114.pinto.63.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5001972.bam
ERR5001974	SAMEA7724232	ERX4811257	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s016	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001974/ERR5001974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001974/ERR5001974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001974/13114.pinto.63.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001974/13114.pinto.63.s016.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5001974.bam
ERR5001976	SAMEA7724233	ERX4811259	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001976/ERR5001976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001976/ERR5001976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001976/13114.pinto.63.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001976/13114.pinto.63.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5001976.bam
ERR5001985	SAMEA7723681	ERX4811268	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s027	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001985/ERR5001985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001985/ERR5001985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001985/13114.pinto.63.s027.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001985/13114.pinto.63.s027.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001985.bam
ERR5001986	SAMEA7723476	ERX4811269	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s028	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001986/ERR5001986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001986/ERR5001986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001986/13114.pinto.63.s028.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001986/13114.pinto.63.s028.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5001986.bam
ERR5001988	SAMEA7723945	ERX4811271	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.rohwer.84.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001988/ERR5001988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001988/ERR5001988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001988/13114.rohwer.84.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001988/13114.rohwer.84.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001988.bam
ERR5001995	SAMEA7723955	ERX4811278	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.rohwer.84.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001995/ERR5001995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5001995/ERR5001995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001995/13114.rohwer.84.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001995/13114.rohwer.84.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5001995.bam
ERR5002019	SAMEA7724243	ERX4811302	PRJEB42019	1504975	salt marsh metagenome	ILLUMINA	13114.roy.chowdhury.45.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5002019/ERR5002019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5002019/ERR5002019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002019/13114.roy.chowdhury.45.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002019/13114.roy.chowdhury.45.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5002019.bam
