File_ID	reads_length	Name	Rank	Lineage	Taxid	sample_name	empo_1	empo_2	empo_3	empo_4	highest_taxa	genus	isyeast	subphylum
ERR5003990	1671252	Phoma herbarum	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Didymellaceae|genus-Phoma|species-Phoma_herbarum	73001	13114.rohwer.85.s024	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Phoma	N	Pezizomycotina
ERR5003990	1671252	Pyrenochaeta sp. UM 256	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Cucurbitariaceae|genus-Pyrenochaeta|species-Pyrenochaeta_sp._UM_256	1295359	13114.rohwer.85.s024	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Pyrenochaeta	N	Pezizomycotina
ERR5003990	1671252	Exophiala mesophila	species	phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Exophiala|species-Exophiala_mesophila	212818	13114.rohwer.85.s024	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Exophiala	Y	Pezizomycotina
ERR5002141	16410362	Stemphylium vesicarium	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Pleosporaceae|genus-Stemphylium|species-Stemphylium_vesicarium	119933	13114.stegen.37.s004	Free-living	Non-saline	Sediment (non-saline)	Sediment (non-saline)				NA
ERR5005105	17344358	Porites rus	species	phylum-Cnidaria|class-Anthozoa|order-Scleractinia|family-Poritidae|genus-Porites|species-Porites_rus	262591	13114.zaneveld.9.s017	Host-associated	Animal	Animal secretion	Animal secretion (saline)				NA
ERR5005203	28976384	Debaryomyces hansenii CBS767	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Debaryomycetaceae|genus-Debaryomyces|species-Debaryomyces_hansenii	284592	13114.mousseau.88.s032	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)	Ascomycota	Debaryomyces	Y	Saccharomycotina
ERR5004976	22312942	Hyaloscypha bicolor E	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Hyaloscyphaceae|genus-Hyaloscypha|species-Hyaloscypha_bicolor	1095630	13114.stegen.38.s017	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Hyaloscypha	N	Pezizomycotina
ERR5004976	22312942	Cenococcum geophilum 1.58	species	phylum-Ascomycota|class-Dothideomycetes|family-Gloniaceae|genus-Cenococcum|species-Cenococcum_geophilum	794803	13114.stegen.38.s017	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Cenococcum	N	Pezizomycotina
ERR5004976	22312942	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.stegen.38.s017	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Phialocephala	N	Pezizomycotina
ERR5004976	22312942	Oidiodendron maius Zn	species	phylum-Ascomycota|class-Leotiomycetes|family-Myxotrichaceae|genus-Oidiodendron|species-Oidiodendron_maius	913774	13114.stegen.38.s017	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Oidiodendron	N	Pezizomycotina
ERR5004976	22312942	Piloderma croceum F 1598	species	phylum-Basidiomycota|class-Agaricomycetes|order-Atheliales|family-Atheliaceae|genus-Piloderma|species-Piloderma_croceum	765440	13114.stegen.38.s017	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004976	22312942	Hirsutella minnesotensis 3608	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Ophiocordycipitaceae|genus-Hirsutella|species-Hirsutella_minnesotensis	1043627	13114.stegen.38.s017	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Hirsutella	N	Pezizomycotina
ERR5004707	4896290	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Micromonas bravo	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Mamiellaceae|genus-Micromonas|species-Micromonas_bravo	296588	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Florenciella parvula	species	class-Dictyochophyceae|order-Florenciellales|genus-Florenciella|species-Florenciella_parvula	236787	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Minutocellus polymorphus	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Minutocellus|species-Minutocellus_polymorphus	265543	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Stramenopiles sp. TOSAG23-3	species	species-Stramenopiles_sp._TOSAG23-3	1735745	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Alexandrium tamarense	species	class-Dinophyceae|order-Gonyaulacales|family-Gonyaulacaceae|genus-Alexandrium|species-Alexandrium_tamarense	2926	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004707	4896290	Pelagomonas calceolata	species	class-Pelagophyceae|order-Pelagomonadales|genus-Pelagomonas|species-Pelagomonas_calceolata	35677	13114.palenik.42.s005	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Prasinoderma singulare	species	phylum-Chlorophyta|class-Palmophyllophyceae|order-Prasinococcales|family-Prasinococcaceae|genus-Prasinoderma|species-Prasinoderma_singulare	676789	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Pelagomonas calceolata	species	class-Pelagophyceae|order-Pelagomonadales|genus-Pelagomonas|species-Pelagomonas_calceolata	35677	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Stramenopiles sp. TOSAG23-3	species	species-Stramenopiles_sp._TOSAG23-3	1735745	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Micromonas bravo	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Mamiellaceae|genus-Micromonas|species-Micromonas_bravo	296588	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Gephyrocapsa oceanica	species	phylum-Haptista|class-Haptophyta|order-Isochrysidales|family-Noelaerhabdaceae|genus-Gephyrocapsa|species-Gephyrocapsa_oceanica	38817	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Pseudo-nitzschia arenysensis	species	phylum-Bacillariophyta|class-Bacillariophyceae|order-Bacillariales|family-Bacillariaceae|genus-Pseudo-nitzschia|species-Pseudo-nitzschia_arenysensis	697910	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Pycnococcus provasolii	species	phylum-Chlorophyta|family-Pycnococcaceae|genus-Pycnococcus|species-Pycnococcus_provasolii	41880	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004714	15452616	Chloropicon roscoffensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_roscoffensis	1461544	13114.palenik.42.s012	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004298	4755168	Cladonia uncialis	species	phylum-Ascomycota|class-Lecanoromycetes|order-Lecanorales|family-Cladoniaceae|genus-Cladonia|species-Cladonia_uncialis	174080	13114.uren.82.s009	Host-associated	Fungus	Fungus corpus	Fungus corpus (non-saline)	Ascomycota	Cladonia	N	Pezizomycotina
ERR5005268	15463192	Aspergillus sydowii CBS 593.65	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_sydowii	1036612	13114.mousseau.88.s099	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)	Ascomycota	Aspergillus	N	Pezizomycotina
ERR5005011	18889392	Chloropicon roscoffensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_roscoffensis	1461544	13114.thomas.18.s021	Host-associated	Animal	Animal corpus	Animal corpus (saline)				NA
ERR5004986	17347174	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Tetrahymena thermophila	species	phylum-Ciliophora|class-Oligohymenophorea|order-Hymenostomatida|family-Tetrahymenidae|genus-Tetrahymena|species-Tetrahymena_thermophila	5911	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Arcocellulus cornucervis	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Arcocellulus|species-Arcocellulus_cornucervis	1155433	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Stramenopiles sp. TOSAG23-3	species	species-Stramenopiles_sp._TOSAG23-3	1735745	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Florenciella parvula	species	class-Dictyochophyceae|order-Florenciellales|genus-Florenciella|species-Florenciella_parvula	236787	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Micromonas bravo	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Mamiellaceae|genus-Micromonas|species-Micromonas_bravo	296588	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Aureococcus anophagefferens	species	class-Pelagophyceae|order-Pelagomonadales|genus-Aureococcus|species-Aureococcus_anophagefferens	44056	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Phaeocystis globosa	species	phylum-Haptista|class-Haptophyta|order-Phaeocystales|family-Phaeocystaceae|genus-Phaeocystis|species-Phaeocystis_globosa	33658	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Alexandrium tamarense	species	class-Dinophyceae|order-Gonyaulacales|family-Gonyaulacaceae|genus-Alexandrium|species-Alexandrium_tamarense	2926	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Minutocellus polymorphus	species	phylum-Bacillariophyta|class-Mediophyceae|order-Cymatosirales|family-Cymatosiraceae|genus-Minutocellus|species-Minutocellus_polymorphus	265543	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Pycnococcus provasolii	species	phylum-Chlorophyta|family-Pycnococcaceae|genus-Pycnococcus|species-Pycnococcus_provasolii	41880	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5004986	17347174	Bicosta minor	species	class-Choanoflagellata|order-Craspedida|family-Salpingoecidae|genus-Bicosta|species-Bicosta_minor	1864616	13114.tait.77.s001	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003947	17629558	Leucoagaricus gongylophorus Ac12	species	phylum-Basidiomycota|class-Agaricomycetes|order-Agaricales|family-Agaricaceae|genus-Leucoagaricus|species-Leucoagaricus_gongylophorus	1258663	13114.pinto.63.s013	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)	Basidiomycota	Leucoagaricus	N	Agaricomycotina
ERR5004779	335332	Pyrenochaeta sp. UM 256	species	phylum-Ascomycota|class-Dothideomycetes|order-Pleosporales|family-Cucurbitariaceae|genus-Pyrenochaeta|species-Pyrenochaeta_sp._UM_256	1295359	13114.rohwer.85.s026	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Pyrenochaeta	N	Pezizomycotina
ERR5004779	335332	Exophiala mesophila	species	phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Exophiala|species-Exophiala_mesophila	212818	13114.rohwer.85.s026	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Exophiala	Y	Pezizomycotina
ERR5004779	335332	Exophiala spinifera	species	phylum-Ascomycota|class-Eurotiomycetes|order-Chaetothyriales|family-Herpotrichiellaceae|genus-Exophiala|species-Exophiala_spinifera	91928	13114.rohwer.85.s026	Free-living	Saline	Sediment (saline)	Sediment (saline)				NA
ERR5003109	7325404	Pezoloma ericae	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Leotiaceae|genus-Pezoloma|species-Pezoloma_ericae	1745343	13114.king.27.s005	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003109	7325404	Trichoderma koningiopsis	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Hypocreaceae|genus-Trichoderma|species-Trichoderma_koningiopsis	337941	13114.king.27.s005	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004739	23146142	Penicillium citrinum	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Penicillium|species-Penicillium_citrinum	5077	13114.pinto.63.s018	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)	Ascomycota	Penicillium	N	Pezizomycotina
ERR5004739	23146142	Aspergillus tamarii	species	phylum-Ascomycota|class-Eurotiomycetes|order-Eurotiales|family-Aspergillaceae|genus-Aspergillus|species-Aspergillus_tamarii	41984	13114.pinto.63.s018	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
ERR5004739	23146142	Lichtheimia ramosa	species	phylum-Mucoromycota|class-Mucoromycetes|order-Mucorales|family-Lichtheimiaceae|genus-Lichtheimia|species-Lichtheimia_ramosa	688394	13114.pinto.63.s018	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)	Mucoromycota	Lichtheimia	N	Mucoromycotina
ERR5003059	20074884	Cyclotella meneghiniana	species	phylum-Bacillariophyta|class-Coscinodiscophyceae|order-Thalassiosirales|family-Stephanodiscaceae|genus-Cyclotella|species-Cyclotella_meneghiniana	29205	13114.bowen.74.s015	Free-living	Saline	Sediment (saline)	Sediment (saline)				NA
ERR5003059	20074884	Detonula confervacea	species	phylum-Bacillariophyta|class-Coscinodiscophyceae|order-Thalassiosirales|family-Thalassiosiraceae|genus-Detonula|species-Detonula_confervacea	83371	13114.bowen.74.s015	Free-living	Saline	Sediment (saline)	Sediment (saline)				NA
ERR5004748	19794180	Frieseomelitta varia	species	phylum-Arthropoda|class-Insecta|order-Hymenoptera|family-Apidae|genus-Frieseomelitta|species-Frieseomelitta_varia	561572	13114.pinto.63.s027	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
ERR5004748	19794180	Tetragonula hockingsi	species	phylum-Arthropoda|class-Insecta|order-Hymenoptera|family-Apidae|genus-Tetragonula|species-Tetragonula_hockingsi	270528	13114.pinto.63.s027	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
ERR5004748	19794180	Melipona quadrifasciata	species	phylum-Arthropoda|class-Insecta|order-Hymenoptera|family-Apidae|genus-Melipona|species-Melipona_quadrifasciata	166423	13114.pinto.63.s027	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
ERR5003423	3846336	Hyaloscypha variabilis F	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Hyaloscyphaceae|genus-Hyaloscypha|species-Hyaloscypha_variabilis	1149755	13114.stegen.38.s003	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003423	3846336	Oidiodendron maius Zn	species	phylum-Ascomycota|class-Leotiomycetes|family-Myxotrichaceae|genus-Oidiodendron|species-Oidiodendron_maius	913774	13114.stegen.38.s003	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Oidiodendron	N	Pezizomycotina
ERR5003423	3846336	Cenococcum geophilum 1.58	species	phylum-Ascomycota|class-Dothideomycetes|family-Gloniaceae|genus-Cenococcum|species-Cenococcum_geophilum	794803	13114.stegen.38.s003	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Cenococcum	N	Pezizomycotina
ERR5004756	20902698	Cordyceps confragosa RCEF 1005	species	phylum-Ascomycota|class-Sordariomycetes|order-Hypocreales|family-Cordycipitaceae|genus-Cordyceps|species-Cordyceps_confragosa	1081108	13114.rohwer.85.s003	Free-living	Saline	Sediment (saline)	Sediment (saline)	Ascomycota	Cordyceps	N	Pezizomycotina
ERR5001929	21110084	Tricholoma terreum	species	phylum-Basidiomycota|class-Agaricomycetes|order-Agaricales|family-Tricholomataceae|genus-Tricholoma|species-Tricholoma_terreum	76328	13114.myrold.59.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Basidiomycota	Tricholoma	N	Agaricomycotina
ERR5001929	21110084	Bifiguratus adelaidae	species	phylum-Mucoromycota|class-Endogonomycetes|order-Endogonales|genus-Bifiguratus|species-Bifiguratus_adelaidae	1938954	13114.myrold.59.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Mucoromycota	Bifiguratus	N	Mucoromycotina
ERR5001929	21110084	Rhizopogon salebrosus	species	phylum-Basidiomycota|class-Agaricomycetes|order-Boletales|family-Rhizopogonaceae|genus-Rhizopogon|species-Rhizopogon_salebrosus	176626	13114.myrold.59.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Basidiomycota	Rhizopogon	N	Agaricomycotina
ERR5001929	21110084	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.myrold.59.s006	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003742	17610084	Fragilaria radians	species	phylum-Bacillariophyta|class-Fragilariophyceae|order-Fragilariales|family-Fragilariaceae|genus-Fragilaria|species-Fragilaria_radians	2109649	13114.mayer.34.s007	Free-living	Non-saline	Sediment (non-saline)	Sediment (non-saline)				NA
ERR5004922	10310766	Saccharomyces cerevisiae S288C	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Saccharomycetaceae|genus-Saccharomyces|species-Saccharomyces_cerevisiae	559292	13114.song.53.s007	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)	Ascomycota	Saccharomyces	Y	Saccharomycotina
ERR5004922	10310766	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.song.53.s007	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)				NA
ERR5004922	10310766	Ustilago hordei	species	phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Ustilago|species-Ustilago_hordei	120017	13114.song.53.s007	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)				NA
ERR5004151	23390706	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.stegen.36.s004	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Phialocephala	N	Pezizomycotina
ERR5004973	16936082	Oidiodendron maius Zn	species	phylum-Ascomycota|class-Leotiomycetes|family-Myxotrichaceae|genus-Oidiodendron|species-Oidiodendron_maius	913774	13114.stegen.38.s014	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Oidiodendron	N	Pezizomycotina
ERR5004973	16936082	Pezoloma ericae	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Leotiaceae|genus-Pezoloma|species-Pezoloma_ericae	1745343	13114.stegen.38.s014	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Pezoloma	N	Pezizomycotina
ERR5004973	16936082	Hyaloscypha variabilis F	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Hyaloscyphaceae|genus-Hyaloscypha|species-Hyaloscypha_variabilis	1149755	13114.stegen.38.s014	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004973	16936082	Pezicula radicicola	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|family-Dermateaceae|genus-Pezicula|species-Pezicula_radicicola	1663500	13114.stegen.38.s014	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Pezicula	N	Pezizomycotina
ERR5004973	16936082	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.stegen.38.s014	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Phialocephala	N	Pezizomycotina
ERR5003313	5448764	Chloropicon mariensis	species	phylum-Chlorophyta|class-Chloropicophyceae|order-Chloropicales|family-Chloropicaceae|genus-Chloropicon|species-Chloropicon_mariensis	1606511	13114.sandin.54.s013	Host-associated	Animal	Animal proximal gut	Animal proximal gut (saline)				NA
ERR5003313	5448764	Prasinoderma coloniale	species	phylum-Chlorophyta|class-Palmophyllophyceae|order-Prasinococcales|family-Prasinococcaceae|genus-Prasinoderma|species-Prasinoderma_coloniale	156133	13114.sandin.54.s013	Host-associated	Animal	Animal proximal gut	Animal proximal gut (saline)				NA
ERR5004872	22836694	Verruconis gallopava	species	phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Verruconis|species-Verruconis_gallopava	253628	13114.shade.23.s010	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004872	22836694	Thermothielavioides terrestris NRRL 8126	species	phylum-Ascomycota|class-Sordariomycetes|order-Sordariales|family-Chaetomiaceae|genus-Thermothielavioides|species-Thermothielavioides_terrestris	578455	13114.shade.23.s010	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Ascomycota	Thermothielavioides	N	Pezizomycotina
ERR5004542	16474568	Mortierella elongata AG-77	species	phylum-Mucoromycota|class-Mortierellomycetes|order-Mortierellales|family-Mortierellaceae|genus-Mortierella|species-Mortierella_elongata	1314771	13114.metcalf.40.s007	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Mucoromycota	Mortierella	N	Mortierellomycotina
ERR5004542	16474568	Phialocephala subalpina	species	phylum-Ascomycota|class-Leotiomycetes|order-Helotiales|genus-Phialocephala|species-Phialocephala_subalpina	576137	13114.metcalf.40.s007	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003234	4454200	Bathycoccus prasinos	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Bathycoccus|species-Bathycoccus_prasinos	41875	13114.palenik.42.s016	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003234	4454200	Stramenopiles sp. TOSAG23-2	species	species-Stramenopiles_sp._TOSAG23-2	1735743	13114.palenik.42.s016	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5003234	4454200	Ostreococcus lucimarinus CCE9901	species	phylum-Chlorophyta|class-Mamiellophyceae|order-Mamiellales|family-Bathycoccaceae|genus-Ostreococcus|species-Ostreococcus_sp._'lucimarinus'	436017	13114.palenik.42.s016	Free-living	Saline	Water (saline)	Water (saline)				NA
ERR5005297	41374154	Blastocystis sp. subtype 3	species	class-Bigyra|order-Opalinata|family-Blastocystidae|genus-Blastocystis|species-Blastocystis_sp._subtype_3	944168	13114.song.51.s016	Host-associated	Animal	Animal distal gut	Animal distal gut (non-saline)				NA
ERR5005082	5000172	Ustilago maydis 521	species	phylum-Basidiomycota|class-Ustilaginomycetes|order-Ustilaginales|family-Ustilaginaceae|genus-Ustilago|species-Ustilago_maydis	237631	13114.uren.82.s006	Host-associated	Fungus	Fungus corpus	Fungus corpus (non-saline)				NA
ERR5004310	21811820	Porites rus	species	phylum-Cnidaria|class-Anthozoa|order-Scleractinia|family-Poritidae|genus-Porites|species-Porites_rus	262591	13114.zaneveld.9.s009	Host-associated	Animal	Animal secretion	Animal secretion (saline)				NA
ERR5004871	19678860	Verruconis gallopava	species	phylum-Ascomycota|class-Dothideomycetes|order-Venturiales|family-Sympoventuriaceae|genus-Verruconis|species-Verruconis_gallopava	253628	13114.shade.23.s009	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5004871	19678860	Rhizophagus clarus	species	phylum-Mucoromycota|class-Glomeromycetes|order-Glomerales|family-Glomeraceae|genus-Rhizophagus|species-Rhizophagus_clarus	94130	13114.shade.23.s009	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)				NA
ERR5003960	4482928	Wickerhamiella versatilis	species	phylum-Ascomycota|class-Saccharomycetes|order-Saccharomycetales|family-Trichomonascaceae|genus-Wickerhamiella|species-Wickerhamiella_versatilis	27304	13114.pinto.63.s026	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)	Ascomycota	Wickerhamiella	Y	Saccharomycotina
ERR5003960	4482928	Frieseomelitta varia	species	phylum-Arthropoda|class-Insecta|order-Hymenoptera|family-Apidae|genus-Frieseomelitta|species-Frieseomelitta_varia	561572	13114.pinto.63.s026	Host-associated	Plant	Plant corpus	Plant corpus (non-saline)				NA
ERR5004078	16497058	Pisolithus tinctorius Marx 270	species	phylum-Basidiomycota|class-Agaricomycetes|order-Boletales|family-Pisolithaceae|genus-Pisolithus|species-Pisolithus_tinctorius	870435	13114.shade.23.s003	Free-living	Non-saline	Soil (non-saline)	Soil (non-saline)	Basidiomycota	Pisolithus	N	Agaricomycotina
